,Address,location
45428,757 Prospect Ave NYC,
45430,450 5th Ave NYC,
45432,290 Suydam St NYC,
45433,1821 Bleecker St NYC,
45434,69-16 Roosevelt Ave NYC,
45436,289 KINGSTON AVE NYC,
45438,355 8th Ave NYC,
45439,60 W 47th St NYC,
45441,1260 SPOFFORD AVE NYC,
45444,682 6th Ave NYC,
45446,367 Knickerbocker Ave NYC,
45449,19002 Linden Blvd NYC,
45450,41-16 30th Ave NYC,
45451,957 Jewett Ave NYC,
45452,450 EAST 20TH STREET NYC,
45457,401 E 34th St NYC,
45458,N W 79th St NYC,
45460,987 Columbus Ave NYC,
45461,285 W 101st St NYC,
45463,2086 Vyse Ave NYC,
45465,1508 Newkirk Ave NYC,
45466,438 7th Ave NYC,
45467,23 Schermerhorn St NYC,
45468,37 Keap St NYC,
45471,185-09 Union Turnpike NYC,
45472,29-09 Francis Lewis Blvd NYC,
45473,51-15 Broadway NYC,
45474,35-26 Junction Blvd NYC,
45475,1322 OAKLEY ST NYC,
45476,94 21 42 AVE NYC,
45479,151 Bleecker St NYC,
45481,467 Brook Ave NYC,
45482,1410 Webster Ave NYC,
45483,1108 Cortelyou Rd NYC,
45484,51 Willoughby St NYC,
45485,34-45 Leavitt St NYC,
45486,194-15 Linden Blvd NYC,
45487,47 7th Ave NYC,
45492,304 W 75th St NYC,
45493,10 W 93rd St NYC,
45495,3139 E Tremont Ave NYC,
45496,2916 Grand Concourse NYC,
45497,54-53 71st St NYC,
45499,29-06 36th Ave NYC,
45506,150 E 112th St NYC,
45507,219 W 139th St NYC,
45510,521 83rd St NYC,
45512,62 Penn St NYC,
45513,112-03 Rockaway Blvd NYC,
45515,38-11 147th St NYC,
45516,22 Fort Pl NYC,
45517,125 TAAFFE PL NYC,
45519,151 NAGLE AVE NYC,
45521,4309 10th Ave NYC,
45522,1617 Avenue M NYC,
45523,1743 Prospect Pl NYC,
45524,203 8th Ave NYC,
45525,205 Eckford St NYC,
45527,179-28 Union Turnpike NYC,
45528,102-15 46th Ave NYC,
45529,47-41 59th Pl NYC,
45530,28-65 Steinway St NYC,
45531,28-32 Steinway St NYC,
45538,310 E 67th St NYC,
45540,318 E 84th St NYC,
45541,175 E 112th St NYC,
45543,2054 Mc Graw Ave NYC,
45544,3453 E Tremont Ave NYC,
45545,73 West End Ave NYC,
45546,S Village Rd N NYC,
45547,1356 Nostrand Ave NYC,
45548,4216 Avenue D NYC,
45549,7626 5th Ave NYC,
45552,452 Berry St NYC,
45553,140 Beach 114th St NYC,
45556,182 IRVING AVE NYC,
45557,275 Broome St NYC,
45558,207 W 28th St NYC,
45559,170 W 78th St NYC,
45560,556 77th St NYC,
45562,453 6th Ave NYC,
45563,1703 Starr St NYC,
45566,108-18 Liberty Ave NYC,
45567,41-01 41st St NYC,
45568,615 Ocean Ave NYC,
45570,696 E 40th St NYC,
45571,89-05 55th Ave NYC,
45574,31 Eldert St NYC,
45575,205 Frost St NYC,
45577,175 E 116th St NYC,
45579,121-05 Rockaway Beach Blvd NYC,
45580,15 Richmond St NYC,
45582,111 WEST 16TH ST NYC,
45583,2132 Flatbush Ave NYC,
45584,109-03 Rockaway Blvd NYC,
45585,39-70 45th St NYC,
45586,351 Lenox Ave NYC,
45587,2841 Church Ave NYC,
45588,419 W 115th St NYC,
45589,858 E 175th St NYC,
45590,64-48 218th St NYC,
45591,125 GREENWICH ST NYC,
45592,2342 8 AVENUE NYC,
45593,856 MONROE ST NYC,
45595,152 W 119th St NYC,
45596,1055 Flatbush Ave NYC,
45598,201 E 28th St NYC,
45600,862 E 19th St NYC,
45601,774 Nostrand Ave NYC,
45604,269 Grant Ave NYC,
45605,2 BEDFORD PK BLVD NYC,
45606,879 POWELL STREET NYC,
45607,15 E 67th St NYC,
45608,301 E 76th St NYC,
45610,809 Lydig Ave NYC,
45612,S E 211th St NYC,
45613,2770 Ocean Ave NYC,
45614,7814 16th Ave NYC,
45615,S 41st St NYC,
45616,824 Utica Ave NYC,
45617,1226 Halsey St NYC,
45618,221 St James Pl NYC,
45619,129-12 Liberty Ave NYC,
45620,142-09 Holly Ave NYC,
45621,35-09 Prince St NYC,
45624,2060 EASTERN BLVD NYC,
45625,4715 8 AVE NYC,
45626,484 E 101 ST NYC,
45630,1091 LEXINGTON AVE NYC,
45631,58 E 127th St NYC,
45632,2739 3rd Ave NYC,
45634,S Maclay Ave NYC,
45635,4738 White Plains Rd NYC,
45636,1711 Fillmore St NYC,
45637,2235 Emmons Ave NYC,
45639,1135 45th St NYC,
45640,1367 42nd St NYC,
45642,8411 14th Ave NYC,
45644,50 Nevins St NYC,
45645,N N 11th St NYC,
45646,534 E 14th St NYC,
45647,306 W 36th St NYC,
45650,166 Columbus Ave NYC,
45651,1633 Lexington Ave NYC,
45652,244 W 115th St NYC,
45653,3434 Broadway NYC,
45657,4417 14th Ave NYC,
45658,5102 Beverley Rd NYC,
45661,744 58th St NYC,
45662,1335 Lincoln Pl NYC,
45663,591 5th Ave NYC,
45666,117-18 ROCKAWAY BEACH BLVD NYC,
45667,97-30 57th Ave NYC,
45669,24-63 28th St NYC,
45670,33-12 Ditmars Blvd NYC,
45671,1224 Forest Ave NYC,
45673,47 Greene St NYC,
45674,750 W 11th St NYC,
45676,202 W 30th St NYC,
45678,5 W 91st St NYC,
45679,2815 White Plains Rd NYC,
45680,7411 5th Ave NYC,
45681,80 Jamaica Ave NYC,
45682,120 Remsen St NYC,
45683,85-05 125th St NYC,
45685,83 E 7th St NYC,
45686,320 W 38th St NYC,
45688,476 3rd Ave NYC,
45690,216 Bennett Ave NYC,
45691,1741 Pilgrim Ave NYC,
45692,N E 184th St NYC,
45693,3859 Barnes Ave NYC,
45694,S Cross Bronx Expy Svc NYC,
45696,2567 Decatur Ave NYC,
45697,2081 Coney Island Ave NYC,
45698,W Brighton 14th St NYC,
45699,2517 Avenue U NYC,
45700,2417 E 1st St NYC,
45701,1839 78th St NYC,
45703,2503 Clarendon Rd NYC,
45704,8409 3rd Ave NYC,
45705,1065 E 21st St NYC,
45706,603 Bainbridge St NYC,
45707,69-43 Myrtle Ave NYC,
45708,14722 77th Rd NYC,
45709,228-10 49th Rd NYC,
45710,W 72nd Rd NYC,
45711,32-20 61st St NYC,
45712,271 E 149 STREET NYC,
45714,S W 8th St NYC,
45716,514 W 39th St NYC,
45723,632 Flatbush Ave NYC,
45724,923 E 27th St NYC,
45725,1713 Nostrand Ave NYC,
45726,1021 Belmont Ave NYC,
45727,618 Jefferson Ave NYC,
45728,N 94th Ave NYC,
45730,63-52 60th Pl NYC,
45732,333 Hudson St NYC,
45733,643 E 9th St NYC,
45735,7 W 14th St NYC,
45738,303 W 74th St NYC,
45741,335 Wadsworth Ave NYC,
45743,300 E 201st St NYC,
45744,1803 Avenue X NYC,
45745,2626 E 14th St NYC,
45746,1338 St Marks Ave NYC,
45749,92-29 Horace Harding Expy NYC,
45751,28-55 50th St NYC,
45752,37-24 Ditmars Blvd NYC,
45753,349 New Dorp Ln NYC,
45755,227 W 134TH STREET NYC,
45756,2 Harrison St NYC,
45758,186 1st Ave NYC,
45760,220 E 65th St NYC,
45761,528 E 79th St NYC,
45762,N W 73rd St NYC,
45765,153 Bennett Ave NYC,
45766,471 Wales Ave NYC,
45767,W Steuben Ave NYC,
45768,1652 47th St NYC,
45769,520 39th St NYC,
45770,16 COURT ST NYC,
45771,251-22 HILLSIDE AVE NYC,
45772,10164 133rd St NYC,
45774,546 E 11th St NYC,
45775,167 W 80th St NYC,
45776,430 E 105th St NYC,
45777,3196 3rd Ave NYC,
45778,58 Metropolitan Oval NYC,
45779,536 Sterling Pl NYC,
45781,1031 Jefferson Ave NYC,
45782,44 Court St NYC,
45783,91 Broadway NYC,
45784,86-88 Hausman St NYC,
45785,W 147th St NYC,
45786,48-05 VAN DAM ST NYC,
45789,342 BERGEN ST NYC,
45791,140 E 16th St NYC,
45793,476 W 165th St NYC,
45794,663 Fox St NYC,
45795,510 Ocean Pky NYC,
45796,165 27th St NYC,
45797,1206 Fulton St NYC,
45798,4 Boerum Pl NYC,
45800,55-31B 69th St NYC,
45801,227-27 Hoxie Dr NYC,
45804,39-05 27th St NYC,
45805,805 DITMAS AVE NYC,
45807,214 W 97th St NYC,
45809,58 Unionport Rd NYC,
45810,1735 Purdy St NYC,
45811,501 E 21st St NYC,
45813,728 Belmont Ave NYC,
45814,110 Green St NYC,
45815,42-06 30th Ave NYC,
45817,1300 York Ave NYC,
45820,330 W 88th St NYC,
45822,3611 Waldo Ave NYC,
45823,2472 86th St NYC,
45824,191 Joralemon St NYC,
45825,851 Manhattan Ave NYC,
45827,2012 Greene Ave NYC,
45828,100 WILLOW AVE NYC,
45829,1231 LAFAYETTE AVE NYC,
45830,42 Beekman St NYC,
45832,67 Bayard St NYC,
45834,60 W 48th St NYC,
45835,1602 1st Ave NYC,
45838,186 E 123rd St NYC,
45841,3376 Fenton Ave NYC,
45844,250 Lenox Rd NYC,
45845,39 Ocean Ave NYC,
45846,334 Degraw St NYC,
45847,N Beach 19th St NYC,
45848,146-06 Jamaica Ave NYC,
45849,148-19 Hillside Ave NYC,
45850,1810 Palmetto St NYC,
45851,111-17 Liberty Ave NYC,
45852,78-16 Woodside Ave NYC,
45853,32-19 34th St NYC,
45856,32-25 41ST ST NYC,
45857,22 Peck Slip NYC,
45858,1377 Jerome Ave NYC,
45859,217 E 23rd St NYC,
45861,158 7th Ave NYC,
45862,8414 4th Ave NYC,
45863,1396 Jerome Ave NYC,
45867,51-66 Gorsline St NYC,
45868,3 E 9th St NYC,
45869,3525 Bainbridge Ave NYC,
45870,30 W 70th St NYC,
45871,71-04 60th Ln NYC,
45873,548 W 163rd St NYC,
45875,399 W Broadway NYC,
45877,E Woodward Ave NYC,
45878,50 WEST 117TH STREET NYC,
45879,1334 Ocean Pky NYC,
45880,858 E 169th St NYC,
45881,154 Congress St NYC,
45882,31-14 60th St NYC,
45883,1002 Dean St NYC,
45884,1205 COLLEGE AVENUE NYC,
45885,232 W 14th St NYC,
45887,178 ALBANY AVENUE NYC,
45889,619 9th Ave NYC,
45893,N Grand Concourse NYC,
45894,538 E 178th St NYC,
45895,3930 Webster Ave NYC,
45896,740 Morris Park Ave NYC,
45897,1152 41st St NYC,
45898,460 E 18th St NYC,
45899,980A Dekalb Ave NYC,
45900,257 Kingsland Ave NYC,
45902,W 68th Dr NYC,
45904,591 MADISON ST NYC,
45905,8821 15TH AVE NYC,
45906,148 E 24th St NYC,
45911,2667 Creston Ave NYC,
45912,330 Ocean Pky NYC,
45913,83 Irving Ave NYC,
45914,253 Livingston St NYC,
45918,46-12 47th St NYC,
45919,79-14 21st Ave NYC,
45922,2 DITMAS AVE NYC,
45923,30 41 80 ST NYC,
45924,401 W 16th St NYC,
45925,1421 3rd Ave NYC,
45926,220 W 72nd St NYC,
45931,5820 BAY PARKWAY NYC,
45933,205 Luquer St NYC,
45935,678 Flushing Ave NYC,
45938,63-73 Saunders St NYC,
45941,4099 Hylan Blvd NYC,
45942,142 Duane St NYC,
45943,234 W 14th St NYC,
45945,160 E 54th St NYC,
45946,212 W 133rd St NYC,
45948,1115 Sheridan Ave NYC,
45949,2451 E Tremont Ave NYC,
45950,249 W 231st St NYC,
45951,3680 Jerome Ave NYC,
45952,3052 Valentine Ave NYC,
45954,2839 BEDFORD AVE NYC,
45956,109-15 Jamaica Ave NYC,
45959,472 9TH AVE NYC,
45961,63 Greene St NYC,
45969,554 E 141st St NYC,
45973,9101 Shore Rd NYC,
45974,107 Butler St NYC,
45975,25 Seeley St NYC,
45976,441 Tompkins Ave NYC,
45978,107 Atlantic Ave NYC,
45979,60-67 69th Ave NYC,
45980,30-03 38th Ave NYC,
45981,80-15 Northern Blvd NYC,
45982,83-23 37th Ave NYC,
45983,269 COURT ST NYC,
45984,691 NEW LOTS AVENUE NYC,
45985,1065 PACIFIC STREET NYC,
45989,325 E 107th St NYC,
45991,3829 Broadway NYC,
45992,128 Seaman Ave NYC,
45998,1403 Foster Ave NYC,
45999,603 Rutland Rd NYC,
46000,27 Hall St NYC,
46002,250 Nassau Ave NYC,
46003,204-04 Hillside Ave NYC,
46004,9031 180th St NYC,
46005,147-10 72nd Dr NYC,
46008,106-13 Northern Blvd NYC,
46009,275 Mason Ave NYC,
46011,N E 22nd St NYC,
46014,1397 3rd Ave NYC,
46017,2100 Amsterdam Ave NYC,
46018,305 Wadsworth Ave NYC,
46021,1247 67th St NYC,
46030,30-21 31st St NYC,
46031,247 WEST 145 ST NYC,
46033,15 Stanton St NYC,
46035,338 E 20th St NYC,
46037,126 W 125th St NYC,
46039,4605 4th Ave NYC,
46040,323 55th St NYC,
46041,1081 Sterling Pl NYC,
46042,61 Throop Ave NYC,
46045,8435 Lander St NYC,
46046,28-20 Union St NYC,
46048,40-05 111th St NYC,
46049,86 Canal St NYC,
46050,930 REV JAMES POLITE AVE NYC,
46052,234 3rd Ave NYC,
46056,1273 Webster Ave NYC,
46057,1691 Fulton Ave NYC,
46059,284 E 204th St NYC,
46060,1868 E 3rd St NYC,
46061,995 Flatbush Ave NYC,
46062,376 President St NYC,
46063,774 Jefferson Ave NYC,
46064,137 Montague St NYC,
46066,75-14 Metropolitan Ave NYC,
46069,165-29 Baisley Blvd NYC,
46070,2517 STEINWAY ST NYC,
46071,425 54 ST NYC,
46077,2493 Jerome Ave NYC,
46078,3804 Avenue L NYC,
46079,6807 5th Ave NYC,
46080,1576 E 19th St NYC,
46081,292 Greene Ave NYC,
46084,115-01 115th St NYC,
46085,71-08 Kissena Blvd NYC,
46086,44-33 College Point Blvd NYC,
46087,40-66 97th St NYC,
46088,124 E 15th St NYC,
46090,260 Convent Ave NYC,
46092,1749 Grand Concourse NYC,
46093,2441 Jerome Ave NYC,
46095,3666 Nostrand Ave NYC,
46096,2114 78th St NYC,
46097,70-38 68th Pl NYC,
46099,45-26 50th St NYC,
46100,75-07 37th Ave NYC,
46101,31-27 31st St NYC,
46102,292 Bard Ave NYC,
46103,228 E 36th St NYC,
46104,N Asch Loop NYC,
46105,2101 Grand Concourse NYC,
46106,3542 White Plains Rd NYC,
46107,3009 Avenue J NYC,
46108,1311 42nd St NYC,
46109,179 7th Ave NYC,
46110,1468 Bushwick Ave NYC,
46111,69 Lafayette Ave NYC,
46114,49-06 106th St NYC,
46115,84-20 51st Ave NYC,
46116,30-95 37th St NYC,
46117,39-46 27th St NYC,
46119,131 Mercer St NYC,
46120,447 W 18th St NYC,
46123,381 E 151st St NYC,
46124,2094 White Plains Rd NYC,
46125,2650 E 7th St NYC,
46127,359 Prospect Pl NYC,
46128,500 Berry St NYC,
46129,119-07 89th Ave NYC,
46130,67-17 Myrtle Ave NYC,
46131,102-47 Queens Blvd NYC,
46134,532 Forest Ave NYC,
46136,9 E Mosholu Pky NYC,
46137,274 IRVING AVE NYC,
46139,37-55 77th St NYC,
46140,1680 Coney Island Ave NYC,
46141,26 W 8th St NYC,
46143,2408 Ocean Ave NYC,
46144,700 RIVER AVENUE NYC,
46145,310 Livingston St NYC,
46146,1662 61st St NYC,
46147,1120 Clay Ave NYC,
46149,84-42 Chapin Pky NYC,
46150,1217 3 AVE NYC,
46152,616 Crescent Ave NYC,
46154,2174 Lexington Ave NYC,
46155,1995 Broadway NYC,
46156,1295 Clay Ave NYC,
46158,1080 BRYANT AVE NYC,
46159,57 W 8th St NYC,
46163,1873 2nd Ave NYC,
46164,178 E 95th St NYC,
46165,N Cauldwell Ave NYC,
46166,S Bryant Ave NYC,
46168,257 E 187th St NYC,
46169,243 Bedford Park Blvd NYC,
46171,1584 REMSEN AVE NYC,
46172,1849 Coney Island Ave NYC,
46173,1834 Caton Ave NYC,
46174,1196 E 10th St NYC,
46175,712 Union St NYC,
46176,155-06 Linden Blvd NYC,
46177,28-07 38th St NYC,
46178,1362 JEROME AVENUE NYC,
46179,876 JAMAICA AVENUE NYC,
46183,S W 119th St NYC,
46184,1231 Harrod Ave NYC,
46187,1670 Pacific St NYC,
46188,365 Smith St NYC,
46189,89-14 178th St NYC,
46190,112-01B 112th St NYC,
46191,1836 SUMMERFIELD STREET NYC,
46192,202 SEELEY ST NYC,
46193,377 E 33rd St NYC,
46194,1385 5th Ave NYC,
46197,3005 Colden Ave NYC,
46199,W 23rd Ave NYC,
46202,4297 3RD AVENUE NYC,
46207,272 W 90th St NYC,
46209,2737 Broadway NYC,
46210,110 DYCKMAN ST NYC,
46211,2380 Grand Ave NYC,
46213,352 Marine Ave NYC,
46214,8020 5th Ave NYC,
46215,187 Sterling Pl NYC,
46216,62 8th Ave NYC,
46218,279 Clinton St NYC,
46219,74-04 Metropolitan Ave NYC,
46220,66-29 Myrtle Ave NYC,
46221,124-06 Liberty Ave NYC,
46222,215 E 79TH STREET NYC,
46223,41-18 Vernon Blvd NYC,
46224,161 Grand St NYC,
46225,444 W 13th St NYC,
46227,39 W 37th St NYC,
46228,770 7th Ave NYC,
46231,17 E 97th St NYC,
46232,2033 5th Ave NYC,
46238,1709 Grand Concourse NYC,
46240,364 Avenue U NYC,
46241,18 Gelston Ave NYC,
46242,495 Van Buren St NYC,
46243,774 Driggs Ave NYC,
46245,126-15 Foch Blvd NYC,
46246,22 PARK PL NYC,
46248,4-6 Grove St NYC,
46250,1421 Lexington Ave NYC,
46251,24 E 103rd St NYC,
46252,414 Lenox Ave NYC,
46253,666 E 153rd St NYC,
46256,230 E 173rd St NYC,
46258,1671 W 3rd St NYC,
46260,243 Rugby Rd NYC,
46263,635 Fulton St NYC,
46265,135-29 SPRINGFIELD BLVD NYC,
46266,96-17 Springfield Blvd NYC,
46269,1205 CONEY ISLAND NYC,
46270,139 Greene St NYC,
46272,252 Mott St NYC,
46273,166 8th Ave NYC,
46274,215 W 40th St NYC,
46278,219 W 138th St NYC,
46281,6815 New Utrecht Ave NYC,
46283,485 Coney Island Ave NYC,
46284,2249 Strauss St NYC,
46287,330 Bedford Ave NYC,
46288,E Brevoort St NYC,
46291,37-08 Main St NYC,
46293,17 Wooster St NYC,
46294,52 Thompson St NYC,
46296,141 W 46th St NYC,
46299,118 Riverside Dr NYC,
46301,5 E 99th St NYC,
46303,1813 60th St NYC,
46304,922 57th St NYC,
46305,795 E 22nd St NYC,
46308,187 Arlington Ave NYC,
46309,113-11 Liberty Ave NYC,
46311,W 67th Rd NYC,
46313,123-35 82nd Rd NYC,
46315,245 E 27th St NYC,
46318,1914 Madison Ave NYC,
46319,1752 Hobart Ave NYC,
46320,S E 239th St NYC,
46322,294 E 204th St NYC,
46324,495 E 3rd St NYC,
46325,N Atlantic Ave NYC,
46327,215-17 Jamaica Ave NYC,
46329,460 9 AVE NYC,
46335,3950 10 AVE NYC,
46337,60 E 174th St NYC,
46338,657 Allerton Ave NYC,
46342,1988 Ocean Pky NYC,
46343,1314 Carroll St NYC,
46346,95-08 37th Ave NYC,
46347,29-30 Gillmore St NYC,
46348,2046 CHATTERTON AVE NYC,
46349,114 E 95th St NYC,
46350,402 E 90th St NYC,
46351,1672 York Ave NYC,
46354,2831 Exterior St NYC,
46359,1038 SOUTHERN BLVD NYC,
46360,118 HERZL STREET NYC,
46361,950 JENNINGS ST NYC,
46362,119 Hester St NYC,
46366,455 E 83rd St NYC,
46370,240 E 119th St NYC,
46371,2054 Creston Ave NYC,
46372,1908 Belmont Ave NYC,
46373,760 Burke Ave NYC,
46375,1050 E 93rd St NYC,
46376,915 E 17th St NYC,
46377,1384 E 18th St NYC,
46382,90-12 Roosevelt Ave NYC,
46383,150 E 32 ST NYC,
46386,112 E 75th St NYC,
46387,3401 3rd Ave NYC,
46390,261 E Kingsbridge Rd NYC,
46391,3510 Perry Ave NYC,
46392,8711 5th Ave NYC,
46394,396 7th Ave NYC,
46395,477 11th St NYC,
46397,872 Lorimer St NYC,
46398,78-09 Metropolitan Ave NYC,
46400,32-59 45th St NYC,
46402,21 W 47TH ST NYC,
46403,300 WEST 137TH STREET NYC,
46404,2954 Brighton 12th St NYC,
46405,460 Argyle Rd NYC,
46407,1312 Avenue M NYC,
46408,1161 Southern Blvd NYC,
46411,40-04 23rd Rd NYC,
46412,162-07 BAISLEY BLVD NYC,
46413,764 MARCY AVE NYC,
46414,229 STARR ST NYC,
46418,4129 Broadway NYC,
46419,429 Mother Gaston Blvd NYC,
46421,41-48 40th St NYC,
46422,384 E 149th St NYC,
46423,3840 BROADWAY NYC,
46426,1671 New York Ave NYC,
46428,1303 Herschell St NYC,
46429,N Olympia Blvd NYC,
46430,142 Norfolk St NYC,
46432,41-13 68th St NYC,
46436,4409 AVE D NYC,
46437,496 FRANKLIN AVE NYC,
46438,188 22 ST NYC,
46440,466 Hudson St NYC,
46442,516 8th Ave NYC,
46443,444 W 46th St NYC,
46444,53 E 65th St NYC,
46445,1199 Fulton Ave NYC,
46447,1130 Morris Ave NYC,
46449,1701 Church Ave NYC,
46452,64-66 Wetherole St NYC,
46453,8111 139th St NYC,
46455,30-57 Crescent St NYC,
46456,34-52 43rd St NYC,
46457,39-06 103rd St NYC,
46458,35-64 79th St NYC,
46459,686 3 AVENUE NYC,
46460,3 WASH SQ VILLAGE NYC,
46461,325 E 143 ST NYC,
46464,1264 2nd Ave NYC,
46466,340 E 51st St NYC,
46468,120 St Marks Ave NYC,
46469,1112 Clifton Pl NYC,
46471,39-45 43rd St NYC,
46472,82-45 Broadway NYC,
46473,314-07 42nd Ave NYC,
46475,104-72 Roosevelt Ave NYC,
46476,481 W WASHINGTON ST NYC,
46480,420 E 78th St NYC,
46482,440 JACKSON AVE NYC,
46483,1339 E Bay Ave NYC,
46484,E Loring Pl NYC,
46485,280 W 231st St NYC,
46486,151 Minna St NYC,
46487,567 80th St NYC,
46489,117 S 9th St NYC,
46492,140 Bay St NYC,
46494,200 Spring St NYC,
46497,29 E 36th St NYC,
46498,554 5th Ave NYC,
46499,2099 Frederick Douglass B NYC,
46500,700 Liberty Ave NYC,
46501,466 7th Ave NYC,
46503,N Park Ln South NYC,
46505,85-40 Grand Ave NYC,
46507,29-09 Broadway NYC,
46508,21-30 78th St NYC,
46509,35-62 94th St NYC,
46511,129 Pearl St NYC,
46516,18 W 45th St NYC,
46517,2301 Madison Ave NYC,
46518,W E 103rd St NYC,
46519,506 52nd St NYC,
46521,250 St James Pl NYC,
46523,25-31 Broadway NYC,
46531,2221 Haviland  Ave NYC,
46534,1249 Carroll St NYC,
46535,863 Midwood St NYC,
46536,1035 Washington Ave NYC,
46537,180 Clinton Ave NYC,
46540,118-18 101st Ave NYC,
46541,140-18 Burden Cres NYC,
46542,45-31 Davis St NYC,
46543,42-10 Bell Blvd NYC,
46544,97-42 63rd Rd NYC,
46546,70-74 Bowery NYC,
46547,E Cleveland Pl NYC,
46549,229 W 16th St NYC,
46550,241 W 51st St NYC,
46551,214 E 82nd St NYC,
46553,612 AMSTERDAM AVE NYC,
46554,775 COLUMBUS NYC,
46555,2062 Mc Graw Ave NYC,
46557,1508 Inwood Ave NYC,
46558,3455 Jerome Ave NYC,
46559,4803 15th Ave NYC,
46560,827 Flatbush Ave NYC,
46561,143 Palmetto St NYC,
46565,455 W 21st St NYC,
46567,415 E 73rd St NYC,
46568,1044 5th Ave NYC,
46569,12 W 131st St NYC,
46571,739 Arnow Ave NYC,
46572,1843 64th St NYC,
46573,458 86th St NYC,
46574,1608 Coney Island Ave NYC,
46575,369 50th St NYC,
46577,169-09 137th Ave NYC,
46579,350 CRESCENT ST NYC,
46582,120 E 34th St NYC,
46587,2113 Amsterdam Ave NYC,
46588,563 W 207th St NYC,
46589,1085 St Nicholas Ave NYC,
46590,114 Nagle Ave NYC,
46591,2019 Jerome Ave NYC,
46592,5525 New Utrecht Ave NYC,
46593,728 Kings Hwy NYC,
46594,149 Starr St NYC,
46595,186 Ainslie St NYC,
46596,49 Rutledge St NYC,
46597,169-22 Jamaica Ave NYC,
46601,321 W 42nd St NYC,
46604,820 11th Ave NYC,
46606,661 W 94th St NYC,
46607,512 W 135th St NYC,
46608,3969 White Plains Rd NYC,
46614,397 Bridge St NYC,
46618,94-39 55TH AVE NYC,
46619,108 E 68th St NYC,
46620,1031 Lexington Ave NYC,
46621,1475 West St NYC,
46623,W E 59th St NYC,
46624,432 82nd St NYC,
46625,308 Clinton St NYC,
46626,169 Classon Ave NYC,
46627,109-11 127th St NYC,
46629,33 FAYETTE STREET NYC,
46630,1727 67 ST NYC,
46632,174 Spring St NYC,
46634,52 W 27th St NYC,
46639,553 Academy St NYC,
46640,2264 Creston Ave NYC,
46643,950 GRAND ST NYC,
46644,117-03 Hillside Ave NYC,
46645,14425 Jamaica Ave NYC,
46646,66-15 Fresh Pond Rd NYC,
46648,21530 Jamaica Ave NYC,
46651,9530 Roosevelt Ave NYC,
46652,242 E 19TH ST NYC,
46653,E South St NYC,
46657,4501 Matilda Ave NYC,
46659,105 5th Ave NYC,
46662,159-18 89th Ave NYC,
46663,55-07 69th St NYC,
46664,E 113th St NYC,
46665,182-30 Wexford Ter NYC,
46667,38-21 12th St NYC,
46668,39-04 29th St NYC,
46669,34 Meserole St NYC,
46670,2717 Matthews Ave NYC,
46672,39-02 39th St NYC,
46674,67 W 175th St NYC,
46675,39-51 44th St NYC,
46679,400 E 148th St NYC,
46680,1 W 88th St NYC,
46683,983 E 92nd St NYC,
46685,38-11 Bell Blvd NYC,
46686,4164 White Plains Rd NYC,
46687,51 W 52nd St NYC,
46688,1309 13th Ave NYC,
46689,N Avenue P NYC,
46690,37-64 79th St NYC,
46692,S 66th St NYC,
46693,2 ADRIAN  AVE NYC,
46695,226 W 50th St NYC,
46704,50 OLIVE ST NYC,
46706,24 W 9th St NYC,
46710,718 Madison Ave NYC,
46712,54 W 106th St NYC,
46714,934 Barretto St NYC,
46715,767 Allerton Ave NYC,
46718,2221 Wallace Ave NYC,
46723,200 Livingston St NYC,
46725,168-25 Hillside Ave NYC,
46726,144-63 Northern Blvd NYC,
46727,36-01 164th St NYC,
46728,4518 5TH AVE NYC,
46731,691 F D R Dr NYC,
46732,316 9th Ave NYC,
46737,608 W 149th St NYC,
46740,4706 16th Ave NYC,
46743,72-48 Austin St NYC,
46744,S Yellowstone Blvd NYC,
46745,22-52 41st St NYC,
46746,2285 ADAM CLAYTON POWELL NYC,
46747,77 Chambers St NYC,
46756,3300 Kossuth Ave NYC,
46757,6905 5th Ave NYC,
46759,321 5th Ave NYC,
46760,131-25 41st Ave NYC,
46761,18715 Linden Blvd NYC,
46762,41-17 31st Ave NYC,
46763,964 3 AVENUE NYC,
46768,981 Boston Rd NYC,
46769,3101 Westchester Ave NYC,
46770,1831 Billingsley Ter NYC,
46771,1278 72nd St NYC,
46772,7420 13th Ave NYC,
46773,1319 E 19th St NYC,
46774,5410 3rd Ave NYC,
46775,571 4th St NYC,
46777,161 12TH ST NYC,
46778,81-34 Baxter Ave NYC,
46780,365 1st Ave NYC,
46782,1022 Madison Ave NYC,
46784,E Parkchester Rd NYC,
46786,3201 Jerome Ave NYC,
46788,E E 46th St NYC,
46789,1175 Linden Blvd NYC,
46790,786 Franklin Ave NYC,
46791,43-46 41st St NYC,
46792,42-54 23rd St NYC,
46793,26-12 Borough Pl NYC,
46794,40-35 22nd St NYC,
46795,50 3RD AVE NYC,
46796,1680 MADISON AVE NYC,
46797,304 SHERMAN ST NYC,
46799,290 3rd Ave NYC,
46801,626 Trinity Ave NYC,
46802,2014 West St NYC,
46803,N Glenmore Ave NYC,
46804,598 Henry St NYC,
46805,61-17 157th St NYC,
46806,31 W 54 STREET NYC,
46809,11 W 84th St NYC,
46810,1293 Bronx River Ave NYC,
46813,741 E 181st St NYC,
46814,2549 Webster Ave NYC,
46815,1912 86th St NYC,
46817,866 Eastern Pky NYC,
46818,744 Eastern Pky NYC,
46819,749 48th St NYC,
46821,87-77 146th St NYC,
46824,590 Broadway NYC,
